Number,Version,Short description,Author,Category,Workflow,Updated
KB0000422,1.0,Jump Bag contains essential tools and resources for rapid response to IT security incidents.,Security Incident Admin,Security Incident,Published,2025-04-21 16:18:29
KB0000423,1.0,Dictionary Attack attempts to guess passwords using a list of common words and phrases.,Security Incident Admin,Hack,Published,2025-04-21 16:18:29
KB0000424,1.0,Domain Name is a human-readable address used to identify and access websites on the internet.,Security Incident Admin,Security Incident,Published,2025-04-21 16:18:29
KB0000425,1.0,Non-Printable Character are control codes that do not represent visible symbols but affect data handling.,Security Incident Admin,Security Incident,Published,2025-04-21 16:18:29
KB0000426,1.0,Ping sweep is a network scanning technique used to identify active hosts by sending ICMP (Internet Control Message Protocol) echo requests.,Security Incident Admin,Hack,Published,2025-04-21 16:18:36
KB0000427,1.0,"Penetration refers to unauthorized access into a system, often used to test or exploit vulnerabilities.",Security Incident Admin,Authentication,Published,2025-04-21 16:18:37
KB0000428,1.0,"Technique used to identify open ports and services on a host, often as part of vulnerability assessments or reconnaissance.",Security Incident Admin,Network,Published,2025-04-21 16:18:37
KB0000429,1.0,"Framework for managing digital certificates and public-key encryption, enabling secure communication and identity verification",Security Incident Admin,Authentication,Published,2025-04-21 16:18:37
KB0000430,1.0,"Potential for loss or damage when a threat exploits a vulnerability, often assessed to guide security planning and mitigation.",Security Incident Admin,Hack,Published,2025-04-21 16:18:37
KB0000431,1.0,"Protocol that provides encrypted remote access to systems, commonly used for secure command-line administration.",Security Incident Admin,Software,Published,2025-04-21 16:18:37
KB0000432,1.0,"Access control model where permissions are enforced by a central authority based on classifications, not user discretion.",Security Incident Admin,Security Incident,Published,2025-04-21 16:18:37
KB0000433,1.0,"Intrusion detection system that monitors network traffic for suspicious activity, typically deployed at strategic points in the infrastructure.",Security Incident Admin,Data,Published,2025-04-21 16:18:37
KB0000434,1.0,"Unauthorized interception of passwords during transmission, often using packet sniffers to exploit unencrypted protocols.",Security Incident Admin,Network,Published,2025-04-21 16:18:37
KB0000435,1.0,Routing strategy that advertises unreachable routes with infinite metrics to prevent routing loops in distance-vector protocols.,Security Incident Admin,Security Incident,Published,2025-04-21 16:18:37
KB0000436,1.0,"Layered framework that defines how data is transmitted across networks, with each layer handling specific communication functions.",Security Incident Admin,Protocol,Published,2025-04-21 16:18:37
KB0000437,1.0,"Reverse Address Resolution Protocol (RARP) maps a physical MAC address to an IP address, enabling devices to discover their network identity.",Security Incident Admin,Protocol,Published,2025-04-21 16:18:37
KB0000438,1.0,S/Key is a one-time password system that enhances authentication by preventing replay attacks.,Security Incident Admin,Authentication,Published,2025-04-21 16:18:37
KB0000439,1.0,"An octet is a unit of digital information that consists of eight bits, commonly used in IP addressing.",Security Incident Admin,Security Incident,Published,2025-04-21 16:18:37
KB0000440,1.0,Monoculture in IT refers to environments where identical systems increase vulnerability to attacks.,Security Incident Admin,Software,Published,2025-04-21 16:18:36
KB0000441,1.0,Program Policy defines rules and guidelines for software usage and security within an organization.,Security Incident Admin,Software,Published,2025-04-21 16:18:36
KB0000442,1.0,Regression Analysis is a statistical method used to identify relationships between variables in software performance.,Security Incident Admin,Software,Published,2025-04-21 16:18:36
KB0000443,1.0,Routing Information Protocol (RIP) uses hop count to determine the best path for data transmission.,Security Incident Admin,Protocol,Published,2025-04-21 16:18:36
KB0000444,1.0,Loadable Kernel Modules (LKM) can be dynamically loaded to extend operating system functionality.,Security Incident Admin,Security Incident,Published,2025-04-21 16:18:36
KB0000445,1.0,Multiplexing allows multiple signals or data streams to share a single communication channel.,Security Incident Admin,Security Incident,Published,2025-04-21 16:18:36
KB0000446,1.0,OSI is a reference model that standardizes network communication into seven distinct layers.,Security Incident Admin,Standards,Published,2025-04-21 16:18:36
KB0000447,1.0,Pharming redirects users to fake websites to steal credentials or sensitive data.,Security Incident Admin,Hack,Published,2025-04-21 16:18:36
KB0000448,1.0,A preamble is a signal used in data transmission to synchronize communication between devices.,Security Incident Admin,Data,Published,2025-04-21 16:18:36
KB0000449,1.0,Radiation Monitoring involves detecting and measuring radiation levels for safety and compliance.,Security Incident Admin,Data,Published,2025-04-21 16:18:36
KB0000450,1.0,Role Based Access Control (RBAC) restricts system access based on user roles and responsibilities.,Security Incident Admin,Authentication,Published,2025-04-21 16:18:36
KB0000451,1.0,Sensitive Information includes data that must be protected from unauthorized access or disclosure.,Security Incident Admin,Security Incident,Published,2025-04-21 16:18:36
KB0000452,1.0,Legion is a network reconnaissance tool used to identify vulnerabilities and gather system information.,Security Incident Admin,Software,Published,2025-04-21 16:18:36
KB0000453,1.0,Session hijacking is the act of taking over a valid user session to gain unauthorized access.,Security Incident Admin,Security Incident,Published,2025-04-21 16:18:37
KB0000454,1.0,A socket is a software endpoint that enables communication between devices over a network.,Security Incident Admin,Data,Published,2025-04-21 16:18:37
KB0000455,1.0,Cryptographic approach where a key is divided into parts and distributed among multiple parties to enhance security and control.,Security Incident Admin,Cryptography,Published,2025-04-21 16:18:38
KB0000456,1.0,"Encryption method that processes data one bit or byte at a time, often used for real-time communications due to its speed and simplicity",Security Incident Admin,Cryptography,Published,2025-04-21 16:18:38
KB0000457,1.0,Technique used to identify operating systems or services by analyzing responses to crafted TCP packets.,Security Incident Admin,Security Incident,Published,2025-04-21 16:18:38
KB0000458,1.0,"Physical or logical arrangement of network devices and connections, influencing performance, scalability, and fault tolerance.",Security Incident Admin,Network,Published,2025-04-21 16:18:38
KB0000459,1.0,"Network file share that lacks proper access controls, potentially exposing sensitive data to unauthorized users.",Security Incident Admin,Security Incident,Published,2025-04-21 16:18:38
KB0000460,1.0,"Command-line packet analyzer for Windows systems, used to capture and inspect network traffic for diagnostics or security analysis.",Security Incident Admin,Protocol,Published,2025-04-21 16:18:38
KB0000461,1.0,"Network resource such as a folder or drive that is made accessible to other users or systems, typically governed by access permissions.",Security Incident Admin,Security Incident,Published,2025-04-21 16:18:38
KB0000462,1.0,"Port number used by the sending device in a network communication, helping identify the originating application or process.",Security Incident Admin,Security Incident,Published,2025-04-21 16:18:38
KB0000463,1.0,"Technique for hiding data within other files, such as images or audio, to conceal the existence of the information.",Security Incident Admin,Cryptography,Published,2025-04-21 16:18:38
KB0000464,1.0,Designated individual responsible for overseeing and enforcing an organization’s information security policies and procedures.,Security Incident Admin,Security Incident,Published,2025-04-21 16:18:39
KB0000465,1.0,Evasion technique where malicious payloads are split into very small IP fragments to bypass intrusion detection or firewall systems.,Security Incident Admin,Data,Published,2025-04-21 16:18:39
KB0000466,1.0,"Network communication method where data is sent from one sender to a single specific receiver, commonly used in point-to-point transmissions.",Security Incident Admin,Security Incident,Published,2025-04-21 16:18:39
KB0000467,1.0,"Security model rule that prevents subjects from reading data at lower integrity levels, helping maintain data trustworthiness.",Security Incident Admin,Data,Published,2025-04-21 16:18:38
KB0000468,1.0,"System of interlinked hypertext documents accessed via the internet, enabling users to browse and interact with online content.",Security Incident Admin,Protocol,Published,2025-04-21 16:18:38
KB0000469,1.0,"Static host tables manually associate hostnames with IP addresses, bypassing DNS resolution.",Security Incident Admin,Security Incident,Published,2025-04-21 16:18:37
KB0000470,1.0,A symmetric key is used for both encryption and decryption in secure communications.,Security Incident Admin,Cryptography,Published,2025-04-21 16:18:37
KB0000471,1.0,Threat assessment involves identifying and evaluating potential risks to system security.,Security Incident Admin,Security Incident,Published,2025-04-21 16:18:37
KB0000472,1.0,Trust in IT security refers to the confidence in the integrity and reliability of systems and entities.,Security Incident Admin,Security Incident,Published,2025-04-21 16:18:37
KB0000473,1.0,Practice of marking physical locations with symbols to indicate the presence and type of nearby wireless networks.,Security Incident Admin,Security Incident,Published,2025-04-21 16:18:38
KB0000474,1.0,"Compromised systems that are remotely controlled by attackers, often used as part of a botnet to launch coordinated cyber attacks.",Security Incident Admin,Hack,Published,2025-04-21 16:18:38
KB0000475,1.0,Denial-of-service attack that uses spoofed ICMP packets to flood a network by exploiting broadcast addresses.,Security Incident Admin,Hack,Published,2025-04-21 16:18:38
KB0000476,1.0,"Basic Access Control Lists in Cisco devices that filter traffic based solely on source IP addresses, offering limited granularity.",Security Incident Admin,Standards,Published,2025-04-21 16:18:38
KB0000477,1.0,Network device that connects devices within a LAN and uses MAC addresses to forward data only to the intended recipient.,Security Incident Admin,Data,Published,2025-04-21 16:18:38
KB0000478,1.0,"Foundational suite of communication protocols used for transmitting data across interconnected networks, including the internet.",Security Incident Admin,Protocol,Published,2025-04-21 16:18:38
KB0000479,1.0,Symmetric encryption algorithm that applies the DES cipher three times to each data block for enhanced security,Security Incident Admin,Cryptography,Published,2025-04-21 16:18:38
KB0000480,1.0,"Secure network connection established over a public network, encrypting traffic to protect data and maintain privacy.",Security Incident Admin,Cryptography,Published,2025-04-21 16:18:38
KB0000481,1.0,"Decentralized trust model where users validate each other’s identities through mutual endorsements, commonly used in PGP encryption.",Security Incident Admin,Security Incident,Published,2025-04-21 16:18:39
KB0000482,1.0,Access Control List (ACL) defines permissions for users and systems to access resources or services.,Security Incident Admin,Authentication,Published,2025-04-21 16:18:33
KB0000483,1.0,Cron is a time-based job scheduler in Unix-like systems used to automate repetitive tasks.,Security Incident Admin,Security Incident,Published,2025-04-21 16:18:34
KB0000484,1.0,Decryption is the process of converting encrypted data back into its original readable form.,Security Incident Admin,Cryptography,Published,2025-04-21 16:18:34
KB0000485,1.0,Account Harvesting is a technique used to collect valid usernames for use in further attacks.,Security Incident Admin,Security Incident,Published,2025-04-21 16:18:34
KB0000486,1.0,"Bridge connects two or more network segments, operating at the data link layer to forward traffic.",Security Incident Admin,Software,Published,2025-04-21 16:18:34
KB0000487,1.0,CGI enables web servers to execute external programs and generate dynamic web content.,Security Incident Admin,Security Incident,Published,2025-04-21 16:18:34
KB0000488,1.0,"Corruption refers to the unintended alteration of data, often resulting in loss of integrity or access.",Security Incident Admin,Data,Published,2025-04-21 16:18:34
KB0000489,1.0,Data Warehousing involves collecting and managing large volumes of structured data for analysis.,Security Incident Admin,Data,Published,2025-04-21 16:18:34
KB0000490,1.0,Digital Certificate verifies the identity of entities online and enables secure communication via encryption.,Security Incident Admin,Authentication,Published,2025-04-21 16:18:34
KB0000491,1.0,Due diligence is the process of evaluating risks and controls before implementing security measures.,Security Incident Admin,Recovery Plan,Published,2025-04-21 16:18:34
KB0000492,1.0,Eexponential backoff algorithm reduces network congestion by spacing out retry attempts.,Security Incident Admin,Data,Published,2025-04-21 16:18:34
KB0000493,1.0,Forest is a collection of one or more domain trees that share a common schema in a directory services. ,Security Incident Admin,Data,Published,2025-04-21 16:18:34
KB0000494,1.0,Gnutella is a decentralized peer-to-peer network protocol used for file sharing.,Security Incident Admin,Security Incident,Published,2025-04-21 16:18:34
KB0000495,1.0,"Cipher is an algorithm used to encrypt and decrypt data, ensuring confidentiality and integrity.",Security Incident Admin,Cryptography,Published,2025-04-21 16:18:34
KB0000496,1.0,Browser is a software application used to access and interact with web content and services.,Security Incident Admin,Software,Published,2025-04-21 16:18:33
KB0000497,1.0,Authentication verifies the identity of users or systems before granting access to resources.,Security Incident Admin,Authentication,Published,2025-04-21 16:18:33
KB0000498,1.0,"Block Cipher encrypts data in fixed-size blocks using a symmetric key, commonly used in secure protocols.",Security Incident Admin,Cryptography,Published,2025-04-21 16:18:33
KB0000499,1.0,Cache Poisoning manipulates cached DNS data to redirect users to malicious sites.,Security Incident Admin,Data,Published,2025-04-21 16:18:33
KB0000500,1.0,Computer Network is a system of interconnected devices that share resources and communicate digitally.,Security Incident Admin,Data,Published,2025-04-21 16:18:33
KB0000501,1.0,Data Custodian is responsible for managing and safeguarding data assets in accordance with policies.,Security Incident Admin,Data,Published,2025-04-21 16:18:33
KB0000502,1.0,"Arpanet was the precursor to the modern internet, developed for secure and resilient communication.",Security Incident Admin,Network,Published,2025-04-21 16:18:33
KB0000503,1.0,"Bastion Host is a hardened system exposed to external networks, used to protect internal infrastructure.",Security Incident Admin,Security Incident,Published,2025-04-21 16:18:33
KB0000504,1.0,Business Impact Analysis (BIA) identifies critical functions and assesses the impact of disruptions.,Security Incident Admin,Security Incident,Published,2025-04-21 16:18:33
KB0000505,1.0,Cold/Warm/Hot Disaster Recovery Site provide varying levels of readiness for restoring operations.,Security Incident Admin,Data,Published,2025-04-21 16:18:33
KB0000506,1.0,"Cut-Through switching forwards packets before they are fully received, reducing latency but risking errors.",Security Incident Admin,Security Incident,Published,2025-04-21 16:18:33
KB0000507,1.0,"Address Resolution Protocol (ARP) maps IP addresses to MAC addresses, enabling devices to locate each other on a local network.",Security Incident Admin,Protocol,Published,2025-04-21 16:18:33
KB0000508,1.0,"Backdoor is a cyberattack where an attacker gains unauthorized access to a system, network, or application by exploiting hidden entry points.",Security Incident Admin,Hack,Published,2025-04-21 16:18:33
KB0000509,1.0,Hybrid Encryption combines symmetric and asymmetric encryption to balance performance and security.,Security Incident Admin,Cryptography,Published,2025-04-21 16:18:34
KB0000510,1.0,"Internet Control Message Protocol (ICMP) is a network protocol used for diagnostics and error reporting, such as with ping commands.",Security Incident Admin,Standards,Published,2025-04-21 16:18:34
KB0000511,1.0,Inetd (XINETD) is a daemon that manages incoming network connections for various services.,Security Incident Admin,Security Incident,Published,2025-04-21 16:18:35
KB0000512,1.0,Intrusion Detection involves monitoring systems for signs of unauthorized access or malicious activity.,Security Incident Admin,Hack,Published,2025-04-21 16:18:35
KB0000513,1.0,"Digital Signature Standard (DSS) is a federal standard for digital signatures, ensuring data integrity and authentication.",Security Incident Admin,Cryptography,Published,2025-04-21 16:18:35
KB0000514,1.0,Dynamic Routing Protocol automatically adjust paths based on network changes to optimize traffic flow.,Security Incident Admin,Protocol,Published,2025-04-21 16:18:35
KB0000515,1.0,Exterior Gateway Protocol (EGP) is used to exchange routing information between different autonomous systems.,Security Incident Admin,Protocol,Published,2025-04-21 16:18:35
KB0000516,1.0,"Forward Proxy routes client requests to external servers, often used for filtering and anonymity.",Security Incident Admin,Security Incident,Published,2025-04-21 16:18:35
KB0000517,1.0,Header is metadata at the beginning of a data packet that helps route and interpret the packet.,Security Incident Admin,Protocol,Published,2025-04-21 16:18:35
KB0000518,1.0,Identity refers to the unique attributes used to verify and manage users in a system.,Security Incident Admin,Security Incident,Published,2025-04-21 16:18:35
KB0000519,1.0,Internet Protocol Security (IPSEC) is a suite of protocols that secures IP communications through authentication and encryption.,Security Incident Admin,Standards,Published,2025-04-21 16:18:35
KB0000520,1.0,Lattice Techniques are security models that enforce access control based on hierarchical classifications.,Security Incident Admin,Security Incident,Published,2025-04-21 16:18:36
KB0000521,1.0,Loopback Address (typically 127.0.0.1) is used to test internal network functionality on a local device.,Security Incident Admin,Network,Published,2025-04-21 16:18:36
KB0000522,1.0,"Netmask Internet Control Message Protocol defines the range of IP addresses within a subnet, crucial for routing and access control.",Security Incident Admin,Network,Published,2025-04-21 16:18:36
KB0000523,1.0,Honeymonkey is a security tool that simulates user behavior to detect malicious websites.,Security Incident Admin,Security Incident,Published,2025-04-21 16:18:35
KB0000524,1.0,Frames are data structures used in networking to encapsulate packets for transmission.,Security Incident Admin,Data,Published,2025-04-21 16:18:35
KB0000525,1.0,"Jitter refers to the variation in packet arrival times, which can affect real-time communications.",Security Incident Admin,Data,Published,2025-04-21 16:18:34
KB0000526,1.0,Denial Of Service (DoS) is an attack that disrupts system availability by overwhelming resources or services.,Security Incident Admin,Authentication,Published,2025-04-21 16:18:34
KB0000527,1.0,"Domain hijacking involves unauthorized access or transfer of domain ownership, often through credential theft.",Security Incident Admin,Hack,Published,2025-04-21 16:18:34
KB0000528,1.0,Ephemeral Port is a temporary port used for client-side communication in network connections.,Security Incident Admin,Security Incident,Published,2025-04-21 16:18:34
KB0000529,1.0,"Finger is a protocol used to retrieve user information from remote systems, often disabled for security.",Security Incident Admin,Protocol,Published,2025-04-21 16:18:35
KB0000530,1.0,Gateway connects different networks and translates communication protocols between them.,Security Incident Admin,Network,Published,2025-04-21 16:18:35
KB0000531,1.0,"Http Proxy acts as an intermediary between clients and servers, often used for filtering or caching.",Security Incident Admin,Security Incident,Published,2025-04-21 16:18:35
KB0000532,1.0,Input validation attacks exploit improper handling of user input to execute malicious code or commands.,Security Incident Admin,Hack,Published,2025-04-21 16:18:35
KB0000533,1.0,IP spoofing is a technique where an attacker disguises their IP address to impersonate another device.,Security Incident Admin,Security Incident,Published,2025-04-21 16:18:35
KB0000534,1.0,Disruption refers to any event or action that interrupts normal system operations or availability.,Security Incident Admin,Security Incident,Published,2025-04-21 16:18:35
KB0000535,1.0,Egress Filtering controls outbound traffic to prevent data exfiltration and unauthorized communication.,Security Incident Admin,Security Incident,Published,2025-04-21 16:18:35
KB0000536,1.0,Fault Line Attacks exploit system boundaries or inconsistencies to bypass security controls.,Security Incident Admin,Hack,Published,2025-04-21 16:18:35
KB0000537,1.0,"Packet Switched Network transmits data in discrete units, improving efficiency and fault tolerance.",Security Incident Admin,Network,Published,2025-04-21 16:18:36
KB0000700,1.0,"Frequently Asked Questions (FAQ) for employees considering voluntary separation, covering eligibility, benefits, and next steps.",System Administrator,FAQ,Published,2022-01-24 03:44:22
KB0000702,1.0,"Frequently Asked Questions (FAQ) for managers handling voluntary separations, including communication tips and process steps",System Administrator,FAQ,Published,2022-01-24 03:46:46
KB0000703,1.0,Instruction on how to update placeholder links in the Parental Leave of Absence Guide.,System Administrator,FAQ,Published,2024-05-21 03:29:05
KB0000704,1.0,FAQ addressing common questions about parental leave policies and procedures.,System Administrator,Leave of Absence,Published,2024-05-23 04:35:33
KB0000705,1.0,"Tips for discussing your leave of absence with your manager, including timing and documentation.",System Administrator,Leave of Absence,Published,2021-04-29 18:48:12
KB0000706,1.0,"A guide for managers to support employees during parental leave, including planning and transition steps.",System Administrator,Benefits,Published,2021-04-29 18:48:12
KB0000707,1.0,"Preparation checklist for employees planning parental leave, including documentation and timelines.",System Administrator,Benefits,Published,2021-04-29 18:48:12
KB0000708,1.0,Guide for planning and managing transitions during employee leaves of absence.,System Administrator,Leave of Absence,Published,2021-04-29 18:48:12
KB0000709,1.0,Transition planning guide for managers supporting employees on leave of absence.,System Administrator,Leave of Absence,Published,2021-04-29 18:48:12
KB0005001,2.0,"Workstation Security Standard defines standards for securing workstations, including access controls, patching, and monitoring.",System Administrator,Security,Published,2025-04-21 16:18:35
KB0005010,3.0,"Specifications or prerequisites needed for software or systems to operate effectively on macOS, including hardware, compatibility, and security standards.",Bernard Laboy,Apple,Published,2025-04-21 16:18:45
KB0005012,1.0,"Guidance for regaining access to a computer after being locked out, including password reset procedures, account recovery, or contacting IT support.",Ted Bozelle,IT,Published,2025-04-21 16:18:40
KB0010001,1.0,"Outlook emails are remaining in the Outbox and failing to send, potentially due to connectivity issues, authentication errors, or misconfigured settings.",Ya Teng Chia,Outlook 2010,Published,2025-07-29 18:59:33
KB1010001,,"Issue where the USB port fails to recognize or power connected devices, potentially due to driver problems, hardware faults, or power settings.",System Administrator,IT,Published,2025-04-21 16:18:44
KB2010001,1.0,Task involving the configuration of hyperlinks between knowledge articles and prebuilt content items to enhance navigation and usability.,System Administrator,Content Governance,Published,2025-04-21 16:18:40
KB3010001,1.0,Instructions for configuring Manager Hub links used in placeholder content items for internal navigation.,System Administrator,Management Guide,Published,2025-04-21 16:18:31
KB4010001,1.0,Overview of different role types within the organization and their responsibilities.,System Administrator,Access Management,Published,2025-04-21 16:18:27
KB5010001,1.0,Summary of Family and Medical Leave Act (FMLA) provisions and company leave policies.,System Administrator,Benefits,Published,2021-04-29 18:48:12
KB0010002,1.0,"Life Feed Application (demo data for a ""What is"" template) is a sample entry used to demonstrate content structure in a “What is” template, typically for training or template testing.",System Administrator,Applications,Published,2025-04-21 16:18:32
KB1010002,1.0,Defines policies for handling Personally Identifiable Information (PII) to ensure privacy and compliance.,System Administrator,Data Protection,Published,2025-04-21 16:18:31
KB2010002,1.0,"Overview of long-term disability benefits in the U.S., including eligibility and claims process.",System Administrator,Benefits,Published,2021-04-29 18:48:12
KB0010003,2.0,"A user has reported not receiving the Weekly Project Financial Report, potentially due to scheduling, permission, or system delivery failures.",Ya Teng Chia,Reporting,Published,2025-09-07 20:29:55
KB1010003,,"Issue where the Cisco WebEx Meetings Server fails to start following deployment, possibly due to configuration errors or missing dependencies",System Administrator,Applications,Published,2025-04-21 16:18:43
KB2010003,1.0,"Overview of short-term disability benefits in the U.S., including coverage and eligibility.",System Administrator,Benefits,Published,2021-04-29 18:48:12
KB0010004,1.0,"Feedback Mechanisms  in Knowledge (demo data for a ""What is"" template).",System Administrator,Access management,Published,2025-04-21 16:18:28
KB1010004,1.0,Guidelines for handling and responding to high severity security incidents.,System Administrator,Incident Response,Published,2025-04-21 16:18:26
KB2010004,1.0,I got paid a different amount than I expected. Explains what to do if your paycheck amount differs from expectations and how to report issues.,System Administrator,Payroll,Published,2021-04-29 18:48:12
KB0010005,1.0,"Handling security incidents with configuration items by identifying affected assets, assessing impact, and initiating response actions..",System Administrator,Security Incident,Published,2025-04-21 16:18:36
KB1010005,,"Addresses issues caused by switching to IPv6, including IP conflicts and connectivity problems.",System Administrator,Network,Published,2025-04-21 16:18:28
KB2010005,1.0,"Employee voice. Describes how employees can share feedback, ideas, and concerns to influence workplace decisions.",System Administrator,Policies,Published,2022-08-22 02:13:24
KB3010005,,"Outlines company guidelines for domestic travel, including booking, reimbursement, and approval processes.",System Administrator,Policies,Published,2021-08-19 05:49:14
KB4010005,1.0,My deductions don't look right? Guidance on resolving discrepancies in payroll deductions and understanding common causes.,System Administrator,Payroll,Published,2021-04-29 18:48:12
KB0010006,1.0,"Process for managing minor security events, including documentation, containment, and resolution without escalation to critical response.",System Administrator,Security Incident,Published,2025-04-21 16:18:44
KB1010006,1.0,"How to read your pay stub? Explains how to read and understand your pay stub, including earnings, deductions, and taxes.",System Administrator,Payroll,Published,2021-04-29 18:48:12
KB0010007,1.0,"Users are encountering recurring issues with APIs and plugins integrated with Amazon Q, affecting functionality and system interoperability.",integration user 2,API,Published,2025-09-02 18:50:10
KB1010007,1.0,Outlines containment procedures to limit the impact of business-critical security incidents.,System Administrator,Incident Response,Published,2025-04-21 16:18:28
KB2010007,1.0,Career Goals. Answers common questions about setting and tracking career goals.,System Administrator,FAQ,Published,2022-08-22 02:19:25
KB3010007,1.0,My paystub and my Direct Deposit show different amounts. Explains why your paystub and direct deposit amounts may differ and how to resolve discrepancies.,System Administrator,Payroll,Published,2021-04-29 18:48:12
KB0010008,2.0,"A user has reported losing access to a previously available feature, which may be due to permission changes, UI updates, or backend errors.",Ya Teng Chia,Permission,Published,2025-09-01 07:41:14
KB1010008,1.0,Describes procedures for analyzing and responding to security incidents that impact business operations.,System Administrator,Incident Response,Published,2025-04-21 16:18:31
KB0010009,3.0,"Several reports are failing to load properly, either displaying blank screens or taking an unusually long time to generate, impacting user access to critical data.",integration user 2,Reporting,Published,2025-09-02 23:18:31
KB1010009,1.0,Coaching and feedback to support employee development.,System Administrator,Training,Published,2022-08-22 02:24:42
KB0010010,2.0,"Users are encountering permission-related errors when trying to access essential features needed for their roles, suggesting potential misconfigurations in access controls or role assignments.",integration user 2,Reporting,Published,2025-09-02 19:07:57
KB0010011,1.0,"The application is currently exhibiting degraded performance, including noticeably slower response times and prolonged loading durations across multiple modules.",integration user 2,Applications,Published,2025-09-02 23:20:15
KB0010013,2.0,"Users are experiencing issues receiving the scheduled Operational Report, which may be missing from expected delivery channels or failing to generate as intended.",integration user 2,Reporting,Published,2025-09-07 20:36:26
KB0010014,1.0,Guidance for H-1B visa holders on travel and re-entry procedures into the United States.,System Administrator,Compliance,Published,2022-06-13 18:00:34
KB0010038,3.0,"Defining User Criteria for an Article (demo article for a ""How to"" template and an AQI review).",System Administrator,Access management,Published,2025-04-21 16:18:29
KB0010039,3.0,"Demonstration article showcasing how to create a knowledge base entry using a ""How to"" template, including an example AQI (Air Quality Index) review.",System Administrator,Content governance,Published,2025-04-21 16:18:49
KB0011111,1.0,A collection of frequently asked questions (FAQ) for Alumni to support them with common inquiries and resources.,System Administrator,Alumni Support,Published,2025-04-21 16:18:28
KB0012001,1.0,Failed Login Playbook – Manual runbook outlining steps to investigate and resolve failed login attempts.,System Administrator,Incident Response,Published,2025-04-21 16:18:27
KB1012001,1.0,Investigation into unusual behavior observed in Litespeed machines during production.,System Administrator,Manufacturing,Published,2024-05-23 03:14:23
KB0012002,1.0,A manual task requiring review of system logs to identify new observables such as indicators of compromise or anomalous activity.,System Administrator,Security Incident,Published,2025-04-21 16:18:49
KB1012002,1.0,General Production Process. Overview of the general production process including key stages and responsibilities,System Administrator,Manufacturing,Published,2024-05-22 03:33:02
KB0012003,1.0,Scheduled or triggered automation that performs threat intelligence lookups and enriches observables with contextual data for analysis.,System Administrator,Security,Published,2025-04-21 16:18:44
KB1012003,1.0,What to Do Before Starting on the Line. Checklist and preparation steps for workers before starting on the production line.,System Administrator,Manufacturing,Published,2024-05-22 03:35:24
KB0012004,1.0,Scheduled or triggered automation that searches for sightings of known threats across systems or logs to support threat intelligence.,System Administrator,Security,Published,2025-04-21 16:18:41
KB1012004,1.0,Troubleshooting guide for handling production machine malfunctions.,System Administrator,Manufacturing,Published,2024-05-22 03:38:39
KB0012005,1.0,Provides steps to determine if a user account has been compromised and how to respond effectively.,System Administrator,Security Incident,Published,2025-04-21 16:18:34
KB1012005,1.0,Instructions for determining when it is appropriate to self-access a production machine.,System Administrator,Manufacturing,Published,2024-05-22 03:40:46
KB0012006,1.0,"Automated workflow that resets user credentials and sends a notification email, streamlining account recovery or onboarding processes.",System Administrator,Access Management,Published,2025-04-21 16:18:41
KB1012006,1.0,Comprehensive onboarding guide for preparing new workers for production line duties.,System Administrator,Manufacturing,Published,2024-05-23 01:56:40
KB0012007,1.0,Predefined automation that generates and submits block requests for identified malicious IP addresses and URLs to enhance threat mitigation.,System Administrator,Security,Published,2025-04-21 16:18:39
KB1012007,1.0,Guidance for maintaining quality control standards in production environments.,System Administrator,Manufacturing,Published,2024-05-23 03:29:14
KB0012008,1.0,Structured analysis conducted after a security incident to evaluate response effectiveness and identify areas for improvement.,System Administrator,Security Incident,Published,2025-04-21 16:18:41
KB0012009,1.0,Outlines steps to prevent recurrence of a threat after a security incident has been resolved.,System Administrator,Recovery Plan,Published,2025-04-21 16:18:34
KB0030011,1.0,"Inquiry or documentation related to gift and meal policies, approvals, or expense claims within the organization.",System Administrator,Compliance,Published,2025-04-21 20:58:00
KB0050008,1.0,"Importance of 1:1 Meetings. Explains the value of regular 1:1 meetings for employee development, feedback, and engagement.",System Administrator,Training,Published,2023-03-07 04:00:54
KB0050111,6.0,"Policy outlining leave entitlements for maternity, paternity, and adoption, including eligibility and process.",System Administrator,Policies,Published,2024-11-24 22:01:12
KB0110011,1.0,"Provides guidance for managers on navigating and supporting employee journeys, including onboarding, development, and transitions.",System Administrator,Management Guide,Published,2025-04-21 16:18:33
KB0110012,1.0,"Employee Guide to Journeys is an internal resource providing employees with guidance on using the Journeys platform, including onboarding, navigation, and support.",System Administrator,Management Guide,Published,2025-04-21 16:18:48
KB0230003,1.0,"Restricted Stock Units (RSU) FAQ's. Answers common questions about Restricted Stock Units (RSUs), including vesting and taxation.",System Administrator,Employment,Published,2023-05-09 01:25:49
KB0400001,1.0,Instructions for submitting anonymous reports and tracking their resolution through internal channels.,System Administrator,FAQ,Published,2021-09-24 14:48:37
KB4000039,1.0,"Company policy outlining travel and expense procedures, reimbursement rules, and approval workflows.",System Administrator,Policies,Published,2021-02-05 09:59:45
KB5000002,1.0,Safe Harbor Statement protects companies from liability when making forward-looking statements under securities law.,System Administrator,Compliance,Published,2023-05-09 22:16:31
KB5000003,1.0,Patent Process and Policy. Outlines the process and policy for filing and managing patents within the organization.,System Administrator,Intellectual Property,Published,2023-05-09 22:17:21
